protein	whole.name	biological.process.function	protein.type.	RNA.type	localization	description	yORF	binds.to.constructs	compartment	go_rna_bind	pfam	hsapiens_hom	h_pfam	h_go_bind	h_go_rel	Parker	Gerber	Merve	KOhaploid	overexp	r1 filter	r1+1 filter	rpuf3 filter
RRS1	Regulator of Ribosome Synthesis	ribosomal large subunit biogenesis	ribosome	rRNA		"Essential protein that binds ribosomal protein L11; required for nuclear export of the 60S pre-ribosomal subunit during ribosome biogenesis; localizes to the nucleolus and in foci along nuclear periphery; cooperates with Ebp2p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering; mouse homolog shows altered expression in Huntington's disease model mice"	YOR294W	1		FALSE	RRS1	RRS1	RRS1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
RRT14	Regulator of rDNA Transcription	unknown(2) nucleous				"Putative protein of unknown function; identified in a screen for mutants with decreased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis"	YIL127C	45	nucleolus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
RSC2	Remodel the Structure of Chromatin	nucleosome disassembly 	chromatin			"Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog, RSC1, that arose from the whole genome duplication"	YLR357W	3	nucleus	FALSE		PBRM1		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RSN1	Rescue of Sro7 at high Nacl	Golgi to plasma membrane transport	transporter			"Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane"	YMR266W	6		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RTC6	Restriction of Telomere Capping	mitochondrial translation				"Protein involved in translation; mutants have defects in biogenesis of nuclear ribosomes; sequence similar to prokaryotic ribosomal protein L36, may be a mitochondrial ribosomal protein; protein abundance increases in response to DNA replication stress "	YPL183W-A	6	mitochondrion	FALSE	Ribosomal_L36	MRPL36	Ribosomal_L36	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
RTG2	ReTroGrade regulation	regulation of transcription from RNA polymerase II promoter 	transcription level			"Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p, transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p"	YGL252C	28	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
RTT10	Regulator of Ty1 Transposition	endocytic recycling	cell transport	tRNA		"WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; interacts with Trm7p for 2'-O-methylation of N34 of substrate tRNAs; has a role in regulation of Ty1 transposition; human ortholog is WDR6"	YPL183C	1	cytoplasm	FALSE		WDR6		TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RUP1	Rsp5-Ubp2 interacting Protein	positive regulation of protein autoubiquitination	proteasome			"Protein that regulates ubiquitination of Rsp5p; has a WW domain consensus motif of PPPSY (residues 131-135) that mediates binding of Rsp5p to Ubp2p; contains an UBA domain; relative distribution to the nucleus increases upon DNA replication stress"	YOR138C	1	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
RXT2		negative regulation of transcription from RNA polymerase II promoter 	enzyme			"Component of the histone deacetylase Rpd3L complex; possibly involved in cell fusion and invasive growth; relocalizes to the cytosol in response to hypoxia"	YBR095C	1	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SAC3	Suppressor of ACtin	mRNA 3'-end processing / mRNA export from nucleous				"mRNA export factor; required for biogenesis of the small ribosomal subunit; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; similar to the human germinal center-associated nuclear protein (GANP)"	YDR159W	1		FALSE		"SAC3D1;MCM3AP"		FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SAC7	Suppressor of ACtin	positive regulation of GTPase activity	enzyme			"GTPase activating protein (GAP) for Rho1p; regulator of a Tor2p-mediated, Rho1p GTPase switch that controls organization of the actin cytoskeleton; negative regulator of the RHO1-PKC1-MAPK cell integrity (CWI) and membrane fluidity homeostasis signaling pathways; potential Cdc28p substrate; SAC7 has a paralog, BAG7, that arose from the whole genome duplication"	YDR389W	1	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SAK1	Snf1 Activating Kinase	glucose metabolic process 	enzyme			"Upstream serine/threonine kinase for the SNF1 complex; plays a role in pseudohyphal groth; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1, a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; SAK1 has a paralog, TOS3, that arose from the whole genome duplication"	YER129W	6	cytoplasm	FALSE		"STK11;CAMKK1;CAMKK2"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
SAS10	Something About Silencing	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	ribosome	rRNA		"Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit; disrupts silencing when overproduced; mutant has increased aneuploidy tolerance; essential gene"	YDL153C	44		FALSE	Sas10_Utp3	UTP3	Sas10_Utp3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
SBP1		negative regulation of translation				"Protein that binds eIF4G and has a role in repression of translation; has an RGG motif; found in cytoplasmic P bodies; binds to mRNAs under glucose starvation stress, most often in the 5' UTR; found associated with small nucleolar RNAs snR10 and snR11; SBP1 has a paralog, RNP1, that arose from the whole genome duplication"	YHL034C	1	cytoplasm	FALSE	RRM_1			FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
SCC4	Sister Chromatid Cohesion	double-strand break repair	chromatin			"Subunit of cohesin loading factor (Scc2p-Scc4p); complex is required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX"	YER147C	2	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
SEC26	SECretory	ER to Golgi vesicle-mediated transport 	cell transport			"Essential beta-coat protein of the COPI coatomer; involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein (beta-COP)"	YDR238C	1		FALSE		COPB1		FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
SEC27	SECretory	ER to Golgi vesicle-mediated transport	cell transport			"Essential beta'-coat protein of the COPI coatomer; involved in ER-to-Golgi and Golgi-to-ER transport; contains WD40 domains that mediate cargo selective interactions; 45% sequence identity to mammalian beta'-COP"	YGL137W	2		FALSE		COPB2		FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
SEC28	SECretory	ER to Golgi vesicle-mediated transport 	cell transport			"Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth; protein abundance increases in response to DNA replication stress"	YIL076W	7		FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SEC62	SECretory	posttranslational protein targeting to membrane, translocation				"Essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; cotranslationally N-acetylated by NatA; other members are Sec63p, Sec66p, and Sec72p"	YPL094C	21		FALSE		SEC62		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
SEC66	SECretory	posttranslational protein targeting to membrane, translocation				"Non-essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec63p, Sec62p, and Sec72p"	YBR171W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SEN1	Splicing ENdonuclease	RNA-dependent ATPase activity / mRNA binding				"ATP-dependent 5' to 3' RNA/DNA and DNA helicase; subunit of the exosome-associated Nrd1p complex that mediates 3' end formation of snRNAs, snoRNAs, CUTs and some mRNAs; helicase-independent role in transcription-coupled repair; coordinates replication with transcription, associating with moving forks and preventing errors that occur when forks encounter transcribed regions; homolog of Senataxin, implicated in Ataxia-Oculomotor Apraxia 2 and a dominant form of juvenile ALS"	YLR430W	1	nucleus	FALSE	SEN1_N	"AQR;SETX;ZNFX1"		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SET2	SET domain-containing	regulation of histone exchange 	transcription level			"Histone methyltransferase with a role in transcriptional elongation; methylates H3 lysine 36 (H3K36), which suppresses incorporation of acetylated histones and signals for the deacetylation of these histones within transcribed genes; associates with the C-terminal domain(CTD) of Rpo21p; H3K36me3 (trimethylation) requires Spt6p, proline 38 on H3, CTD of Rpo21p, Ctk1p, and C-terminal SRI domain of Ste2p; relocalizes to the cytosol in response to hypoxia"	YJL168C	2	nucleus	FALSE		"SETBP1;EZH1;SUV39H2;ASH1L;EHMT1;EHMT2;SETD2;SETDB1;SETMAR;EZH2;WHSC1;SETDB2;NSD1;WHSC1L1;SUV39H1"		TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
SET5	SET domain-containing	histone lysine methylation	enzyme			"Methyltransferase involved in methylation of histone H4 Lys5, -8, -12; S-adenosylmethionine-dependent; zinc-finger protein, contains one canonical and two unusual fingers in unusual arrangements; deletion enhances replication of positive-strand RNA virus"	YHR207C	6	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
SGD1	Suppressor of Glycerol Defect	ribosomal small subunit biogenesis	ribosome	rRNA		"Essential nuclear protein; required for biogenesis of the small ribosomal subunit; has a possible role in the osmoregulatory glycerol response; putative homolog of human NOM1 which is implicated in acute myeloid leukemia"	YLR336C	4	nucleolus	FALSE	MIF4G, MA3	NOM1	MIF4G, MA3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
SGT1	Suppressor of G2 (Two) allele of skp1	protein complex assembly 	molecular chaperone			"Cochaperone protein; regulates activity of adenylyl cyclase Cyr1p; involved in kinetochore complex assembly; associates with the SCF (Skp1p/Cdc53p/F box protein) ubiquitin ligase complex; acts as a linker between Skp1p and HSP90 complexes; protein abundance increases in response to DNA replication stress"	YOR057W	1	nucleus, cytoplasm	FALSE		SUGT1		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
SIR4	Silent Information Regulator	chromatin silencing	chromatin			"SIR protein involved in assembly of silent chromatin domains; silent information regulator (SIR) along with SIR2 and SIR3; involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; some alleles of SIR4 prolong lifespan; required for telomere hypercluster formation in quiescent yeast cells"	YDR227W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SMB1	SmB/B' homolog	mRNA splicing, via spliceosome / unknown	splicing			"Core Sm protein Sm B; part of heteroheptameric complex (with Smd1p, Smd2p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm B and Sm B'"	YER029C	8	nucleus	FALSE	LSM	"SNRPN;SNRPB"	LSM	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
SMC5	Structural Maintenance of Chromosomes	chromosome separation 	replication			"Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; binds single-stranded DNA and has ATPase activity; S. pombe homolog forms a heterodimer with S. pombe Rad18p that is involved in DNA repair"	YOL034W	1	nucleus, cytoplasm	FALSE		SMC5		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
SMY2	Suppressor of MYo2-66	ER to Golgi vesicle-mediated transport	cell transport			"GYF domain protein; involved in COPII vesicle formation; interacts with the Sec23p/Sec24p subcomplex; overexpression suppresses the temperature sensitivity of a myo2 mutant; similar to S. pombe Mpd2; SMY2 has a paralog, SYH1, that arose from the whole genome duplication"	YBR172C	1	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SNU13	Small NUclear ribonucleoprotein associated	mRNA splicing, via spliceosome / unknown	splicing			"RNA binding protein; part of U3 snoRNP involved in rRNA processing, part of U4/U6-U5 tri-snRNP involved in mRNA splicing, similar to human 15.5K protein"	YEL026W	19		FALSE	Ribosomal_L7Ae	SNU13	Ribosomal_L7Ae	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
SNU23	Small NUclear ribonucleoprotein associated	mRNA splicing, via spliceosome / unknown	splicing			"Component of the U4/U6.U5 snRNP complex; involved in mRNA splicing via spliceosome"	YDL098C	10	nucleus	FALSE	zf-met			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
SNU56	Small NUclear ribonucleoprotein associated	mRNA splicing, via spliceosome / mRNA binding	splicing			"Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific, no metazoan counterpart; interacts with mRNA in commitment complex"	YDR240C	1	nucleus	FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
SNU114	Small NUclear ribonucleoprotein associated	mRNA splicing, via spliceosome 	splicing			"GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2"	YKL173W	1	nucleus	FALSE	GTP_EFTU_D2, GTP_EFTU, EFG_IV			FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
SPB1	Suppressor of PaB1 mutant	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	ribosome	rRNA		"AdoMet-dependent methyltransferase; involved in rRNA processing and 60S ribosomal subunit maturation; methylates G2922 in the tRNA docking site of the large subunit rRNA and in the absence of snR52, U2921; suppressor of PAB1 mutants"	YCL054W	26		FALSE	FtsJ	FTSJ3	FtsJ	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
SPB4	Suppressor of PAB1	ribosomal large subunit assembly	ribosome	rRNA		"Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients"	YFL002C	1	nucleus, nucleolus	FALSE	DEAD	DDX55	DEAD	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
SPC110	Spindle Pole Component	microtubule nucleation	cell transport			"Inner plaque spindle pole body (SPB) component; ortholog of human kendrin; gamma-tubulin small complex (gamma-TuSC) receptor that interacts with Spc98p to recruit the complex to the nuclear side of the SPB, connecting nuclear microtubules to the SPB; promotes gamma-TuSC assembly and oligomerization to initiate microtubule nucleation; interacts with Tub4p-complex and calmodulin; phosphorylated by Mps1p in cell cycle-dependent manner"	YDR356W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
SPP41	Suppressor of PrP4	negative regulation of transcription from RNA polymerase II promoter	splicing			"Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia"	YDR464W	1	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
SPT2	SuPpressor of Ty's	RNA polyadenylation				"Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components; relocalizes to the cytosol in response to hypoxia; similar to mammalian HMG1 proteins"	YER161C	6	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
SPT20	SuPpressor of Ty	mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response 	transcription level			"Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay"	YOL148C	2	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SRP14	Signal Recognition Particle	SRP-dependent cotranslational protein targeting to membrane, translocation / unknown	cell transport			"Signal recognition particle (SRP) subunit; interacts with the RNA component of SRP to form the Alu domain, which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14"	YDL092W	9		TRUE	SRP14			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
SRP21	Signal Recognition Particle	SRP-dependent cotranslational protein targeting to membrane, translocation / unknown	cell transport			"Subunit of the signal recognition particle (SRP); SRP functions in protein targeting to the endoplasmic reticulum membrane; not found in mammalian SRP; forms a pre-SRP structure in the nucleolus that is translocated to the cytoplasm"	YKL122C	8		TRUE	SRP9-21			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
SRP40	Signal Recognition Particle	nucleocytoplasmic transport / unknown	ribosome	rRNA		"Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140"	YKR092C	32	nucleolus	FALSE	SRP40_C	NOLC1	SRP40_C	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
SSF1	Suppressor of ste4 (Four)	ribosomal large subunit assembly	ribosome	rRNA		"Constituent of 66S pre-ribosomal particles; required for ribosomal large subunit maturation; functionally redundant with Ssf2p; member of the Brix family; SSF1 has a paralog, SSF2, that arose from the whole genome duplication"	YHR066W	67	nucleus, nucleolus	FALSE	Brix			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
SSF2	Suppressor of ste4 (Four)	ribosomal large subunit assembly	ribosome	rRNA		"Protein required for ribosomal large subunit maturation; functionally redundant with Ssf1p; member of the Brix family; SSF2 has a paralog, SSF1, that arose from the whole genome duplication"	YDR312W	63	nucleus, nucleolus	FALSE	Brix	"PPAN-P2RY11;PPAN"	Brix	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
SSZ1		translational frameshifting / rRNA processing	ribosome	rRNA		"Hsp70 protein that interacts with Zuo1p (a DnaJ homolog); interacts with Zuo1p to form a ribosome-associated complex that binds the ribosome via the Zuo1p subunit; also involved in pleiotropic drug resistance via sequential activation of PDR1 and PDR5; binds ATP"	YHR064C	34	cytoplasm	FALSE				FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
STE4	STErile	pheromone-dependent signal transduction involved in conjugation with cellular fusion 	signal transduction			"G protein beta subunit; forms a dimer with Ste18p to activate mating signaling pathway, forms heterotrimer with Gpa1p and Ste18p to dampen signaling; pheromone-induced phosphorylation plays critical role in chemotropism; may recruit Rho1p to polarized growth site during mating; contains WD40 repeats"	YOR212W	1	cytoplasm	FALSE		"WDR47;GNB2;GNB4;GNB5;GNB1;GNB3"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
STM1	Suppressor of ToM1	translational elongation				"Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery"	YLR150W	3	cytoplasm	FALSE				FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
STT4	STaurosporine and Temperature sensitive 	phosphatidylinositol phosphorylation	enzyme			"Phosphatidylinositol-4-kinase; functions in the Pkc1p protein kinase pathway; required for normal vacuole morphology, cell wall integrity, and actin cytoskeleton organization"	YLR305C	1		FALSE		PI4KA		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SUB1	SUppressor of TFIIB mutations	positive regulation of transcription from RNA polymerase II promoter	transcription level			"Transcriptional regulator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ) of ds breaks in plasmid DNA, but not chromosomal DNA; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; negatively regulates sporulation; protein abundance increases in response to DNA replication stress; functionally complemented by human SUB1 (PC4)"	YMR039C	3	nucleus	FALSE	PC4	SUB1	PC4	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SVF1	SurVival Factor	cellular response to oxidative stress / unknown	cell survival			"Protein with a potential role in cell survival pathways; required for the diauxic growth shift; expression in mammalian cells increases survival under conditions inducing apoptosis; mutant has increased aneuploidy tolerance"	YDR346C	3	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SWC3	SWr Complex	chromatin remodeling / unknown	chromatin			"Protein of unknown function; component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae"	YAL011W	4	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
SYG1	Suppressor of Yeast Gpa1	signal transduction / unknown	signal transduction			"Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency"	YIL047C	5		FALSE		XPR1		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SYH1	SmY2 Homolog	nuclear pore distribution / unknown				"Protein of unknown function that influences nuclear pore distribution; co-purifies with ribosomes; contains a GYF domain, which bind proline-rich sequences; deletion extends chronological lifespan; SYH1 has a paralog, SMY2, that arose from the whole genome duplication"	YPL105C	19	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
TAO3	Transcriptional Activator of OCH1	budding cell apical bud growth 	cell morphology			"Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p"	YIL129C	1		FALSE		"FRYL;FRY"		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TCD2	tRNA ThreonylCarbamoyladenosine Dehydratase	cyclic threonylcarbamoyladenosine biosynthetic process 		tRNA		"tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification, where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD2 has a paralog, TCD1, that arose from the whole genome duplication"	YKL027W	2	mitochondrion	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
TFA1	Transcription Factor a, subunit 1	transcription from RNA polymerase II promoter	transcription level			"TFIIE large subunit; involved in recruitment of RNA polymerase II to the promoter, activation of TFIIH, and promoter opening"	YKL028W	1	nucleus	FALSE		GTF2E1		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
TFA2	Transcription Factor a, subunit 2	transcription from RNA polymerase II promoter 	transcription level			"TFIIE small subunit; involved in RNA polymerase II transcription initiation"	YKR062W	2	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
TFB3	Transcription Factor B subunit 3	transcription from RNA polymerase II promoter 	transcription level			"Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation, required for nucleotide excision repair; ring finger protein similar to mammalian CAK and TFIIH subunit"	YDR460W	1	nucleus	FALSE		MNAT1		FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
THG1	tRNAHis Guanylyltransferase	tRNA modification		tRNA		"tRNAHis guanylyltransferase; adds a guanosine residue to the 5' end of tRNAH is after transcription and RNase P cleavage; can also catalyze reverse (3'-5') polymerization with certain substrates in a template-dependent reaction; couples nuclear division and migration to cell budding and cytokinesis; essential enzyme conserved among eukaryotes"	YGR024C	2	nucleus, cytoplasm	FALSE	Thg1	THG1L	Thg1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
THR4	THReonine requiring	threonine biosynthetic process 	enzyme			"Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway"	YCR053W	1	nucleus, cytoplasm	FALSE		"THNSL2;THNSL1"		FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
TIF11	Translation Initiation Factor	formation of cytoplasmic translation initiation complex				"Translation initiation factor eIF1A; essential protein that forms a complex with Sui1p (eIF1) and the 40S ribosomal subunit and scans for the start codon; C-terminus associates with Fun12p (eIF5B); N terminus interacts with eIF2 and eIF3"	YMR260C	16	cytoplasm	TRUE	eIF-1a	"EIF1AY;EIF1AX"	eIF-1a	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
TMA20	Translation Machinery Associated	ribosome biogenesis / RNA binding				"Protein of unknown function that associates with ribosomes; has a putative RNA binding domain; interacts with Tma22p; null mutant exhibits translation defects; has homology to human oncogene MCT-1; protein abundance increases in response to DNA replication stress"	YER007C-A	28	cytoplasm	TRUE	PUA	MCTS1	PUA	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
TMA22	Translation Machinery Associated	unknown / RNA binding				"Protein of unknown function; associates with ribosomes and has a putative RNA binding domain; interacts with Tma20p; similar to human GRAP and human DRP1, which interacts with human Tma20p homolog MCT-1; protein abundance increases in response to DNA replication stress"	YJR014W	37	cytoplasm	FALSE	SUI1	DENR	SUI1	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
TMA46	Translation Machinery Associated	cytoplasmic translation / mRNA binding				"Protein of unknown function that associates with translating ribosomes; interacts with GTPase Rbg1p"	YOR091W	1	cytoplasm	FALSE		ZC3H15	zf-CCCH	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
